year,month,vote_average,fiction
1976,6,5.713043478260871,0.08695652173913043
1976,7,5.227272727272727,0.13636363636363635
1976,8,6.2562500000000005,0.0625
1976,9,6.229166666666667,0.0
1976,10,5.932258064516129,0.03225806451612903
1976,11,6.286206896551724,0.0
1976,12,5.432432432432434,0.0
1977,1,5.9363636363636365,0.022727272727272728
1977,2,5.488235294117646,0.11764705882352941
1977,3,6.20909090909091,0.045454545454545456
1977,4,5.777272727272727,0.13636363636363635
1977,5,5.953333333333333,0.13333333333333333
1977,6,6.017142857142859,0.05714285714285714
1977,7,5.958333333333332,0.125
1977,8,6.300000000000001,0.18181818181818182
1977,9,4.664285714285714,0.10714285714285714
1977,10,5.8062499999999995,0.0625
1977,11,5.518181818181818,0.2727272727272727
1977,12,5.890625000000001,0.09375
1978,1,5.66,0.03333333333333333
1978,2,5.0875,0.041666666666666664
1978,3,6.192857142857143,0.10714285714285714
1978,4,6.069565217391306,0.08695652173913043
1978,5,5.857692307692307,0.07692307692307693
1978,6,5.625,0.041666666666666664
1978,7,5.7043478260869565,0.043478260869565216
1978,8,5.43125,0.0
1978,9,5.671428571428572,0.0
1978,10,5.847058823529411,0.11764705882352941
1978,11,5.48695652173913,0.043478260869565216
1978,12,4.644827586206896,0.13793103448275862
1979,1,5.132499999999999,0.15
1979,2,5.76875,0.0625
1979,3,4.9750000000000005,0.125
1979,4,5.606896551724139,0.1724137931034483
1979,5,5.8500000000000005,0.15384615384615385
1979,6,5.314285714285716,0.03571428571428571
1979,7,5.8999999999999995,0.14285714285714285
1979,8,5.7250000000000005,0.14285714285714285
1979,9,5.827777777777779,0.05555555555555555
1979,10,6.046666666666667,0.06666666666666667
1979,11,5.555555555555555,0.1111111111111111
1979,12,5.644444444444446,0.08333333333333333
1980,1,5.934375000000001,0.125
1980,2,5.349999999999999,0.2
1980,3,5.870000000000001,0.06666666666666667
1980,4,6.042857142857143,0.21428571428571427
1980,5,5.574999999999999,0.125
1980,6,5.667999999999999,0.08
1980,7,6.081818181818182,0.09090909090909091
1980,8,4.75909090909091,0.09090909090909091
1980,9,5.993023255813955,0.13953488372093023
1980,10,6.175862068965518,0.06896551724137931
1980,11,5.458064516129032,0.03225806451612903
1980,12,5.596875,0.09375
1981,1,5.0600000000000005,0.10909090909090909
1981,2,5.694117647058823,0.11764705882352941
1981,3,6.161538461538462,0.07692307692307693
1981,4,6.111538461538462,0.07692307692307693
1981,5,5.915384615384617,0.07692307692307693
1981,6,6.055,0.0
1981,7,5.883333333333333,0.125
1981,8,5.928,0.04
1981,9,5.675,0.0625
1981,10,5.784615384615386,0.07692307692307693
1981,11,5.777777777777777,0.05555555555555555
1981,12,5.896969696969696,0.06060606060606061
1982,1,5.837254901960784,0.11764705882352941
1982,2,6.447368421052633,0.05263157894736842
1982,3,5.612,0.16
1982,4,5.6000000000000005,0.07142857142857142
1982,5,5.854166666666667,0.125
1982,6,6.403571428571428,0.17857142857142858
1982,7,5.7727272727272725,0.18181818181818182
1982,8,5.786363636363638,0.13636363636363635
1982,9,5.3599999999999985,0.08
1982,10,5.572222222222223,0.05555555555555555
1982,11,5.506896551724139,0.13793103448275862
1982,12,5.917647058823531,0.08823529411764706
1983,1,6.020454545454545,0.1590909090909091
1983,2,6.080769230769231,0.07692307692307693
1983,3,5.841935483870969,0.03225806451612903
1983,4,5.827272727272727,0.18181818181818182
1983,5,6.091666666666666,0.16666666666666666
1983,6,5.452173913043479,0.21739130434782608
1983,7,5.576190476190477,0.14285714285714285
1983,8,5.509375,0.15625
1983,9,5.839130434782609,0.17391304347826086
1983,10,6.339999999999999,0.03333333333333333
1983,11,5.213043478260869,0.17391304347826086
1983,12,5.938235294117647,0.029411764705882353
1984,1,5.397297297297299,0.13513513513513514
1984,2,5.822222222222224,0.14814814814814814
1984,3,5.408695652173912,0.043478260869565216
1984,4,5.881818181818182,0.045454545454545456
1984,5,6.072,0.24
1984,6,5.575862068965518,0.06896551724137931
1984,7,5.259090909090909,0.045454545454545456
1984,8,5.3515151515151524,0.24242424242424243
1984,9,6.172727272727273,0.18181818181818182
1984,10,5.929411764705883,0.058823529411764705
1984,11,5.678787878787878,0.09090909090909091
1984,12,6.196774193548387,0.22580645161290322
1985,1,5.872340425531915,0.0851063829787234
1985,2,6.404347826086957,0.13043478260869565
1985,3,5.513333333333334,0.13333333333333333
1985,4,5.574999999999999,0.1
1985,5,5.84074074074074,0.037037037037037035
1985,6,6.175000000000001,0.25
1985,7,5.945454545454546,0.18181818181818182
1985,8,5.714285714285716,0.03571428571428571
1985,9,5.466666666666668,0.07407407407407407
1985,10,5.674285714285714,0.08571428571428572
1985,11,5.377777777777777,0.08333333333333333
1985,12,6.483870967741937,0.06451612903225806
1986,1,5.545454545454546,0.09090909090909091
1986,2,5.828571428571429,0.047619047619047616
1986,3,5.886666666666667,0.1
1986,4,5.3,0.13636363636363635
1986,5,5.321212121212121,0.06060606060606061
1986,6,5.523076923076923,0.07692307692307693
1986,7,5.683333333333334,0.16666666666666666
1986,8,5.8625,0.15
1986,9,6.003846153846154,0.11538461538461539
1986,10,5.632000000000001,0.08
1986,11,5.196774193548387,0.12903225806451613
1986,12,4.8764705882352954,0.14705882352941177
1987,1,5.092537313432836,0.08955223880597014
1987,2,5.251612903225806,0.03225806451612903
1987,3,5.333333333333333,0.07407407407407407
1987,4,5.3625,0.041666666666666664
1987,5,5.7029411764705875,0.058823529411764705
1987,6,5.925925925925927,0.25925925925925924
1987,7,5.589285714285715,0.17857142857142858
1987,8,5.85135135135135,0.13513513513513514
1987,9,5.7846153846153845,0.07692307692307693
1987,10,5.655,0.125
1987,11,5.415000000000001,0.15
1987,12,6.075675675675675,0.1891891891891892
1988,1,5.365671641791046,0.11940298507462686
1988,2,5.586666666666667,0.06666666666666667
1988,3,5.446428571428571,0.03571428571428571
1988,4,5.98125,0.09375
1988,5,5.35263157894737,0.18421052631578946
1988,6,5.999999999999999,0.0
1988,7,5.5137931034482754,0.20689655172413793
1988,8,6.0612903225806445,0.06451612903225806
1988,9,5.891666666666668,0.08333333333333333
1988,10,5.822222222222222,0.08333333333333333
1988,11,5.935714285714284,0.07142857142857142
1988,12,5.517021276595746,0.10638297872340426
1989,1,5.558571428571429,0.12857142857142856
1989,2,5.620000000000001,0.1
1989,3,5.503571428571428,0.21428571428571427
1989,4,5.3052631578947365,0.10526315789473684
1989,5,5.830303030303031,0.18181818181818182
1989,6,5.9,0.13636363636363635
1989,7,6.095454545454547,0.09090909090909091
1989,8,5.715999999999999,0.12
1989,9,5.738888888888889,0.05555555555555555
1989,10,5.814634146341464,0.14634146341463414
1989,11,5.483870967741937,0.0967741935483871
1989,12,6.194285714285714,0.05714285714285714
1990,1,5.217857142857143,0.16071428571428573
1990,2,5.113888888888889,0.1388888888888889
1990,3,5.836363636363637,0.12121212121212122
1990,4,5.465217391304348,0.043478260869565216
1990,5,5.6499999999999995,0.21875
1990,6,5.814285714285715,0.19047619047619047
1990,7,5.5,0.1
1990,8,5.622222222222223,0.1388888888888889
1990,9,5.987234042553191,0.02127659574468085
1990,10,5.547058823529411,0.029411764705882353
1990,11,5.984375000000001,0.125
1990,12,5.6322580645161295,0.0967741935483871
1991,1,4.711320754716982,0.1509433962264151
1991,2,5.654166666666668,0.041666666666666664
1991,3,5.721875000000001,0.09375
1991,4,5.800000000000001,0.1111111111111111
1991,5,5.7738095238095255,0.047619047619047616
1991,6,5.864999999999999,0.15
1991,7,5.706666666666667,0.06666666666666667
1991,8,5.65,0.03333333333333333
1991,9,5.60888888888889,0.06666666666666667
1991,10,6.060526315789474,0.07894736842105263
1991,11,5.678378378378378,0.16216216216216217
1991,12,5.676470588235294,0.14705882352941177
1992,1,4.491803278688525,0.06557377049180328
1992,2,5.773913043478261,0.043478260869565216
1992,3,5.596969696969697,0.030303030303030304
1992,4,5.534285714285716,0.02857142857142857
1992,5,5.9264705882352935,0.17647058823529413
1992,6,5.722222222222222,0.05555555555555555
1992,7,5.7370370370370365,0.14814814814814814
1992,8,5.675,0.0625
1992,9,6.308620689655172,0.034482758620689655
1992,10,5.846153846153846,0.02564102564102564
1992,11,5.836363636363637,0.09090909090909091
1992,12,6.047619047619048,0.14285714285714285
1993,1,5.6754385964912295,0.03508771929824561
1993,2,5.51851851851852,0.07407407407407407
1993,3,5.8374999999999995,0.08333333333333333
1993,4,5.565000000000001,0.1
1993,5,6.022222222222222,0.1388888888888889
1993,6,5.7703703703703715,0.14814814814814814
1993,7,5.688000000000001,0.12
1993,8,5.491428571428571,0.17142857142857143
1993,9,5.606250000000003,0.046875
1993,10,5.483720930232559,0.09302325581395349
1993,11,5.205405405405407,0.16216216216216217
1993,12,6.293023255813953,0.13953488372093023
1994,1,5.333802816901409,0.056338028169014086
1994,2,5.980555555555556,0.1111111111111111
1994,3,5.494444444444444,0.08333333333333333
1994,4,4.959999999999999,0.11428571428571428
1994,5,5.717499999999999,0.1
1994,6,5.6241379310344835,0.06896551724137931
1994,7,5.725,0.08333333333333333
1994,8,5.200000000000001,0.07142857142857142
1994,9,6.153333333333333,0.03333333333333333
1994,10,5.638095238095238,0.16666666666666666
1994,11,5.715384615384615,0.1282051282051282
1994,12,5.768085106382978,0.10638297872340426
1995,1,5.620289855072464,0.11594202898550725
1995,2,5.585714285714287,0.07142857142857142
1995,3,6.213513513513515,0.13513513513513514
1995,4,5.7883720930232565,0.09302325581395349
1995,5,5.594117647058825,0.11764705882352941
1995,6,5.8,0.16666666666666666
1995,7,5.904000000000001,0.24
1995,8,5.651162790697675,0.11627906976744186
1995,9,5.706493506493506,0.03896103896103896
1995,10,6.023529411764705,0.09803921568627451
1995,11,5.402380952380951,0.09523809523809523
1995,12,6.119999999999999,0.16
1996,1,5.2514705882352954,0.14705882352941177
1996,2,5.756097560975611,0.07317073170731707
1996,3,5.576744186046513,0.11627906976744186
1996,4,5.4,0.13157894736842105
1996,5,5.940816326530613,0.10204081632653061
1996,6,5.820512820512819,0.07692307692307693
1996,7,5.726086956521739,0.13043478260869565
1996,8,5.560784313725491,0.09803921568627451
1996,9,5.6078125000000005,0.015625
1996,10,5.2196969696969715,0.045454545454545456
1996,11,5.290909090909092,0.09090909090909091
1996,12,5.389285714285715,0.125
1997,1,5.134782608695652,0.08695652173913043
1997,2,5.308571428571428,0.0
1997,3,5.347727272727272,0.13636363636363635
1997,4,5.873809523809525,0.11904761904761904
1997,5,5.538775510204081,0.16326530612244897
1997,6,6.051612903225808,0.0967741935483871
1997,7,5.628205128205129,0.10256410256410256
1997,8,5.908928571428574,0.125
1997,9,5.81060606060606,0.06060606060606061
1997,10,5.627118644067797,0.03389830508474576
1997,11,5.863043478260872,0.08695652173913043
1997,12,5.762745098039216,0.09803921568627451
1998,1,5.098148148148147,0.09259259259259259
1998,2,6.043750000000002,0.0625
1998,3,5.580000000000001,0.044444444444444446
1998,4,5.49,0.06
1998,5,5.684313725490196,0.058823529411764705
1998,6,5.841666666666668,0.05555555555555555
1998,7,5.8,0.13157894736842105
1998,8,5.36851851851852,0.037037037037037035
1998,9,6.12528735632184,0.09195402298850575
1998,10,5.984126984126985,0.031746031746031744
1998,11,5.562264150943395,0.07547169811320754
1998,12,5.862264150943397,0.09433962264150944
1999,1,4.925,0.08333333333333333
1999,2,5.928571428571429,0.09523809523809523
1999,3,5.706382978723404,0.1276595744680851
1999,4,5.951063829787234,0.0851063829787234
1999,5,5.497560975609756,0.04878048780487805
1999,6,5.677142857142857,0.08571428571428572
1999,7,5.595121951219513,0.14634146341463414
1999,8,6.159183673469389,0.10204081632653061
1999,9,6.02875,0.05
1999,10,5.525974025974028,0.025974025974025976
1999,11,5.910714285714289,0.07142857142857142
1999,12,5.686666666666667,0.1
2000,1,5.410784313725491,0.0784313725490196
2000,2,5.3826086956521735,0.021739130434782608
2000,3,5.466101694915253,0.05084745762711865
2000,4,5.549019607843136,0.0784313725490196
2000,5,6.054098360655738,0.04918032786885246
2000,6,5.226530612244899,0.02040816326530612
2000,7,5.578378378378377,0.10810810810810811
2000,8,5.632142857142857,0.07142857142857142
2000,9,5.920430107526882,0.03225806451612903
2000,10,5.531506849315068,0.0821917808219178
2000,11,5.525641025641025,0.15384615384615385
2000,12,5.535000000000001,0.05
2001,1,5.345578231292516,0.08163265306122448
2001,2,5.8025,0.05
2001,3,5.701612903225806,0.03225806451612903
2001,4,5.200000000000001,0.09615384615384616
2001,5,6.04054054054054,0.10810810810810811
2001,6,5.249999999999999,0.12
2001,7,6.048648648648649,0.21621621621621623
2001,8,5.833846153846156,0.06153846153846154
2001,9,6.039795918367348,0.05102040816326531
2001,10,5.630120481927712,0.10843373493975904
2001,11,5.783333333333334,0.06060606060606061
2001,12,5.9709677419354845,0.11290322580645161
2002,1,5.577922077922077,0.08441558441558442
2002,2,5.664,0.06
2002,3,5.5359375,0.109375
2002,4,5.41875,0.0625
2002,5,5.835294117647058,0.07352941176470588
2002,6,5.161290322580644,0.06451612903225806
2002,7,5.60888888888889,0.08888888888888889
2002,8,5.370588235294117,0.11764705882352941
2002,9,5.924444444444446,0.07777777777777778
2002,10,5.717777777777777,0.07777777777777778
2002,11,5.81818181818182,0.10606060606060606
2002,12,5.953125000000002,0.046875
2003,1,5.627559055118111,0.047244094488188976
2003,2,5.622000000000001,0.08
2003,3,5.386440677966102,0.11864406779661017
2003,4,5.659375,0.109375
2003,5,5.843835616438358,0.1232876712328767
2003,6,5.620754716981133,0.09433962264150944
2003,7,5.014285714285715,0.11904761904761904
2003,8,5.786666666666667,0.02666666666666667
2003,9,5.914583333333332,0.0625
2003,10,5.932467532467532,0.025974025974025976
2003,11,5.834545454545455,0.10909090909090909
2003,12,5.68166666666667,0.08333333333333333
2004,1,5.625949367088608,0.06329113924050633
2004,2,5.728125000000001,0.046875
2004,3,5.727692307692308,0.07692307692307693
2004,4,5.731343283582089,0.11940298507462686
2004,5,5.792307692307691,0.0641025641025641
2004,6,5.542857142857143,0.07142857142857142
2004,7,5.7860000000000005,0.06
2004,8,5.67741935483871,0.06451612903225806
2004,9,5.929661016949153,0.025423728813559324
2004,10,5.809411764705882,0.11764705882352941
2004,11,5.621621621621623,0.08108108108108109
2004,12,5.8999999999999995,0.07462686567164178
2005,1,5.567630057803467,0.06936416184971098
2005,2,5.758928571428572,0.017857142857142856
2005,3,5.523749999999998,0.05
2005,4,5.243037974683545,0.08860759493670886
2005,5,5.920930232558141,0.08139534883720931
2005,6,5.307792207792206,0.1038961038961039
2005,7,5.515384615384615,0.06153846153846154
2005,8,5.693939393939394,0.06060606060606061
2005,9,5.996350364963503,0.058394160583941604
2005,10,5.727586206896553,0.034482758620689655
2005,11,5.854216867469881,0.024096385542168676
2005,12,5.835999999999999,0.02666666666666667
2006,1,5.483229813664596,0.06832298136645963
2006,2,5.6890624999999995,0.046875
2006,3,5.602830188679244,0.0660377358490566
2006,4,5.793406593406594,0.02197802197802198
2006,5,5.983783783783784,0.10810810810810811
2006,6,5.472277227722773,0.0594059405940594
2006,7,5.691935483870969,0.0967741935483871
2006,8,5.717045454545457,0.03409090909090909
2006,9,6.051298701298697,0.05844155844155844
2006,10,5.618181818181817,0.06818181818181818
2006,11,5.4478723404255325,0.07446808510638298
2006,12,5.714444444444445,0.022222222222222223
2007,1,5.49109947643979,0.07853403141361257
2007,2,5.724137931034485,0.06896551724137931
2007,3,5.747191011235956,0.033707865168539325
2007,4,5.211235955056178,0.07865168539325842
2007,5,5.667021276595744,0.02127659574468085
2007,6,5.653846153846154,0.08791208791208792
2007,7,5.858208955223882,0.04477611940298507
2007,8,5.9255555555555555,0.044444444444444446
2007,9,5.896835443037971,0.05063291139240506
2007,10,5.425641025641026,0.02564102564102564
2007,11,5.838144329896907,0.05154639175257732
2007,12,6.00493827160494,0.12345679012345678
2008,1,5.488986784140964,0.08370044052863436
2008,2,5.489423076923076,0.057692307692307696
2008,3,5.200000000000001,0.07692307692307693
2008,4,5.270731707317072,0.06097560975609756
2008,5,5.788888888888888,0.06944444444444445
2008,6,5.45925925925926,0.06172839506172839
2008,7,5.756666666666667,0.14444444444444443
2008,8,5.610655737704919,0.05737704918032787
2008,9,5.883116883116882,0.045454545454545456
2008,10,5.670909090909088,0.06060606060606061
2008,11,5.8443396226415105,0.018867924528301886
2008,12,5.900000000000002,0.05660377358490566
2009,1,5.430875576036862,0.09216589861751152
2009,2,5.690000000000001,0.06666666666666667
2009,3,5.674545454545454,0.08181818181818182
2009,4,5.494354838709677,0.08870967741935484
2009,5,5.768367346938774,0.09183673469387756
2009,6,5.378651685393257,0.10112359550561797
2009,7,5.635135135135134,0.0945945945945946
2009,8,5.764485981308411,0.07476635514018691
2009,9,5.74224598930481,0.06951871657754011
2009,10,5.567777777777776,0.08333333333333333
2009,11,5.693382352941176,0.0661764705882353
2009,12,5.685714285714284,0.08791208791208792
2010,1,5.501273885350313,0.07643312101910828
2010,2,5.550980392156862,0.0784313725490196
2010,3,5.8826086956521735,0.05434782608695652
2010,4,5.754,0.09
2010,5,5.701626016260163,0.08943089430894309
2010,6,6.077064220183488,0.009174311926605505
2010,7,5.65,0.0875
2010,8,5.795098039215689,0.0392156862745098
2010,9,5.935882352941176,0.041176470588235294
2010,10,5.631770833333334,0.046875
2010,11,5.725000000000001,0.07142857142857142
2010,12,5.966336633663368,0.07920792079207921
2011,1,5.371724137931029,0.07586206896551724
2011,2,5.811428571428566,0.047619047619047616
2011,3,5.722307692307694,0.1076923076923077
2011,4,5.801470588235293,0.07352941176470588
2011,5,5.856666666666668,0.07777777777777778
2011,6,5.675490196078431,0.06862745098039216
2011,7,5.669696969696968,0.08080808080808081
2011,8,5.988775510204083,0.05102040816326531
2011,9,5.794117647058821,0.07142857142857142
2011,10,5.575842696629212,0.0898876404494382
2011,11,5.835151515151513,0.0
2011,12,5.657657657657658,0.08108108108108109
2012,1,5.524242424242421,0.030303030303030304
2012,2,5.649999999999999,0.052083333333333336
2012,3,5.512499999999997,0.05263157894736842
2012,4,5.670909090909092,0.08181818181818182
2012,5,5.704545454545453,0.06363636363636363
2012,6,5.550000000000001,0.11206896551724138
2012,7,5.551807228915662,0.03614457831325301
2012,8,5.755319148936172,0.028368794326241134
2012,9,5.918552036199096,0.058823529411764705
2012,10,5.626815642458098,0.055865921787709494
2012,11,5.732484076433121,0.012738853503184714
2012,12,5.650485436893205,0.02912621359223301
2013,1,5.591891891891892,0.033783783783783786
2013,2,5.606034482758618,0.08620689655172414
2013,3,5.587417218543044,0.059602649006622516
2013,4,5.711612903225805,0.09032258064516129
2013,5,5.646551724137929,0.09482758620689655
2013,6,5.719354838709678,0.04838709677419355
2013,7,5.76806722689076,0.08403361344537816
2013,8,6.023188405797103,0.06521739130434782
2013,9,5.888839285714284,0.06696428571428571
2013,10,6.0057777777777765,0.035555555555555556
2013,11,6.145394736842105,0.03289473684210526
2013,12,5.993798449612398,0.046511627906976744
2014,1,5.766442953020134,0.04697986577181208
2014,2,5.611199999999999,0.056
2014,3,5.59254658385093,0.062111801242236024
2014,4,5.6724489795918345,0.05612244897959184
2014,5,5.911194029850746,0.05223880597014925
2014,6,5.666929133858268,0.09448818897637795
2014,7,5.68611111111111,0.06481481481481481
2014,8,5.759036144578312,0.07228915662650602
2014,9,5.672033898305085,0.07203389830508475
2014,10,5.662393162393162,0.04700854700854701
2014,11,5.7145985401459845,0.072992700729927
2014,12,5.709401709401709,0.1111111111111111
2015,1,5.781595092024538,0.07975460122699386
2015,2,5.608633093525177,0.06474820143884892
2015,3,5.6993548387096755,0.0967741935483871
2015,4,5.793975903614454,0.04819277108433735
2015,5,5.798507462686567,0.08955223880597014
2015,6,5.872602739726027,0.0958904109589041
2015,7,5.675206611570249,0.09090909090909091
2015,8,5.834838709677417,0.0967741935483871
2015,9,5.9609375,0.07291666666666667
2015,10,5.7077981651376115,0.05504587155963303
2015,11,6.0211538461538465,0.057692307692307696
2015,12,5.940540540540541,0.05405405405405406
2016,1,5.669064748201439,0.06474820143884892
2016,2,5.867199999999999,0.048
2016,3,5.956834532374098,0.050359712230215826
2016,4,5.909433962264151,0.050314465408805034
2016,5,5.728828828828828,0.05405405405405406
2016,6,5.914912280701752,0.07017543859649122
2016,7,5.65204081632653,0.07142857142857142
2016,8,5.487500000000002,0.05357142857142857
2016,9,6.205988023952095,0.029940119760479042
2016,10,6.067058823529409,0.07647058823529412
2016,11,5.997599999999999,0.048
2016,12,5.8010101010101005,0.08080808080808081
2017,1,5.897701149425289,0.08045977011494253
2017,2,6.03943661971831,0.09859154929577464
2017,3,6.0139784946236565,0.08602150537634409
2017,4,6.255844155844158,0.12987012987012986
2017,5,6.0369230769230775,0.12307692307692308
2017,6,6.0661538461538465,0.1076923076923077
2017,7,6.036363636363636,0.15151515151515152
2017,8,6.411111111111111,0.16666666666666666
2017,9,4.725,0.0
2017,10,0.0,0.5
2017,11,0.0,0.3333333333333333
2017,12,0.0,0.25
2018,3,0.0,1.0
2018,4,0.0,0.0
2018,11,0.0,0.0
2018,12,0.0,0.0
2020,12,0.0,1.0
