year,month,vote_average,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,fiction,foreign,history,horror,movie,music,mystery,romance,science,thriller,tv,war,western
1951,2,6.6000000000000005,0.21428571428571427,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.7857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285
1951,3,4.364285714285715,0.14285714285714285,0.07142857142857142,0.0,0.35714285714285715,0.14285714285714285,0.07142857142857142,0.5,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.0,0.07142857142857142,0.14285714285714285
1951,4,6.137037037037037,0.1111111111111111,0.07407407407407407,0.0,0.2222222222222222,0.037037037037037035,0.037037037037037035,0.48148148148148145,0.0,0.037037037037037035,0.1111111111111111,0.0,0.0,0.07407407407407407,0.0,0.1111111111111111,0.037037037037037035,0.18518518518518517,0.1111111111111111,0.18518518518518517,0.0,0.037037037037037035,0.1111111111111111
1951,5,5.2,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.0,0.5833333333333334,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333
1951,6,6.027777777777776,0.05555555555555555,0.1111111111111111,0.0,0.16666666666666666,0.2777777777777778,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.2222222222222222,0.0,0.16666666666666666,0.0,0.0,0.05555555555555555
1951,7,6.04,0.0,0.1,0.2,0.3,0.2,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.1,0.0,0.1,0.1
1951,8,5.635294117647059,0.11764705882352941,0.0,0.0,0.29411764705882354,0.058823529411764705,0.0,0.6470588235294118,0.0,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.0,0.058823529411764705,0.11764705882352941
1951,9,4.866666666666666,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.0,0.5333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667
1951,10,6.066666666666666,0.2,0.26666666666666666,0.0,0.3333333333333333,0.13333333333333333,0.0,0.6,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.13333333333333333,0.06666666666666667
1951,11,6.493333333333331,0.13333333333333333,0.06666666666666667,0.0,0.26666666666666666,0.2,0.0,0.8,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.2,0.0,0.06666666666666667,0.0
1951,12,5.371428571428572,0.21428571428571427,0.14285714285714285,0.0,0.14285714285714285,0.21428571428571427,0.0,0.35714285714285715,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.0,0.14285714285714285,0.2857142857142857
1952,1,6.2565217391304335,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.30434782608695654,0.08695652173913043,0.0,0.5217391304347826,0.08695652173913043,0.08695652173913043,0.0,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.13043478260869565,0.0,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216
1952,2,5.611764705882353,0.0,0.0,0.058823529411764705,0.35294117647058826,0.11764705882352941,0.0,0.5294117647058824,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.0,0.0,0.0,0.0,0.23529411764705882
1952,3,5.166666666666666,0.25,0.16666666666666666,0.0,0.25,0.25,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666
1952,4,5.6,0.0,0.23076923076923078,0.0,0.15384615384615385,0.15384615384615385,0.0,0.6153846153846154,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693
1952,5,5.707142857142857,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.21428571428571427
1952,6,5.7272727272727275,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.18181818181818182,0.0,0.6363636363636364,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182
1952,7,4.2384615384615385,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.23076923076923078,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.15384615384615385,0.0,0.0,0.23076923076923078
1952,8,6.371428571428572,0.21428571428571427,0.21428571428571427,0.0,0.21428571428571427,0.07142857142857142,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
1952,9,5.406666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.6,0.0,0.0,0.4666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.2,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667
1952,10,5.5,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.38461538461538464,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385
1952,11,5.957142857142857,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.21428571428571427
1952,12,5.451612903225806,0.16129032258064516,0.16129032258064516,0.0,0.22580645161290322,0.0967741935483871,0.03225806451612903,0.6129032258064516,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0967741935483871,0.06451612903225806,0.3225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.06451612903225806,0.03225806451612903
1953,1,4.7176470588235295,0.29411764705882354,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.5294117647058824,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,0.0,0.23529411764705882
1953,2,6.314285714285714,0.14285714285714285,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.0,0.5,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285
1953,3,5.8999999999999995,0.0,0.06666666666666667,0.0,0.3333333333333333,0.06666666666666667,0.0,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.2,0.06666666666666667,0.26666666666666666,0.0,0.2,0.0,0.13333333333333333,0.06666666666666667
1953,4,5.366666666666666,0.05555555555555555,0.05555555555555555,0.0,0.16666666666666666,0.16666666666666666,0.0,0.5555555555555556,0.0,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.0,0.0,0.05555555555555555
1953,5,6.415789473684211,0.21052631578947367,0.2631578947368421,0.0,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.47368421052631576,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842,0.21052631578947367,0.0,0.10526315789473684,0.10526315789473684
1953,6,5.823529411764706,0.058823529411764705,0.058823529411764705,0.0,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.5294117647058824,0.0,0.058823529411764705,0.23529411764705882,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.0,0.0,0.11764705882352941,0.058823529411764705
1953,7,5.983333333333333,0.0,0.0,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.0,0.5,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333
1953,8,5.433333333333334,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.3888888888888889,0.05555555555555555,0.0,0.3888888888888889,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
1953,9,5.713333333333333,0.06666666666666667,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.0,0.6666666666666666,0.0,0.0,0.2,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,0.2,0.2,0.06666666666666667,0.0,0.0,0.06666666666666667
1953,10,5.171428571428571,0.21428571428571427,0.21428571428571427,0.0,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.6428571428571429,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.5,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
1953,11,5.757142857142857,0.14285714285714285,0.21428571428571427,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285
1953,12,6.015789473684211,0.10526315789473684,0.10526315789473684,0.0,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.7368421052631579,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.05263157894736842,0.2631578947368421,0.0,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842
1954,1,5.634782608695652,0.08695652173913043,0.13043478260869565,0.0,0.391304347826087,0.30434782608695654,0.0,0.5217391304347826,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.34782608695652173,0.043478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.043478260869565216
1954,2,5.0,0.15384615384615385,0.0,0.0,0.38461538461538464,0.07692307692307693,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078
1954,3,5.2789473684210515,0.10526315789473684,0.10526315789473684,0.0,0.15789473684210525,0.47368421052631576,0.0,0.47368421052631576,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.15789473684210525,0.0,0.05263157894736842,0.05263157894736842
1954,4,5.507692307692308,0.23076923076923078,0.38461538461538464,0.0,0.3076923076923077,0.07692307692307693,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.23076923076923078
1954,5,5.60909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.5454545454545454,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.18181818181818182
1954,6,6.356249999999999,0.125,0.125,0.0625,0.125,0.125,0.0,0.5,0.0625,0.0,0.125,0.0,0.0625,0.125,0.0,0.0625,0.0625,0.1875,0.125,0.25,0.0,0.125,0.0625
1954,7,5.591666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.0,0.25
1954,8,6.653846153846154,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.6153846153846154,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693
1954,9,6.561904761904763,0.047619047619047616,0.09523809523809523,0.0,0.23809523809523808,0.09523809523809523,0.0,0.5714285714285714,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.2857142857142857,0.047619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.047619047619047616
1954,10,5.779999999999999,0.0,0.2,0.0,0.3,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.4,0.0,0.2,0.0,0.0,0.1
1954,11,5.776923076923077,0.15384615384615385,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0,0.46153846153846156,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.38461538461538464,0.3076923076923077,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385
1954,12,5.972222222222221,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.3888888888888889,0.05555555555555555,0.0,0.5555555555555556,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.05555555555555555,0.0,0.0,0.05555555555555555,0.16666666666666666
1955,1,6.7565217391304335,0.043478260869565216,0.043478260869565216,0.0,0.34782608695652173,0.13043478260869565,0.08695652173913043,0.4782608695652174,0.043478260869565216,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.34782608695652173,0.0,0.043478260869565216,0.0,0.13043478260869565,0.08695652173913043
1955,2,5.591666666666666,0.25,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666
1955,3,5.635714285714286,0.07142857142857142,0.0,0.0,0.21428571428571427,0.14285714285714285,0.0,0.5,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427
1955,4,5.5375,0.1875,0.0,0.0,0.1875,0.25,0.0,0.625,0.0,0.0,0.125,0.0,0.0,0.0625,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0,0.0625
1955,5,5.28,0.26666666666666666,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.6666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.0,0.2,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.2,0.0,0.13333333333333333,0.2
1955,6,5.846153846153845,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.0,0.5384615384615384,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.0
1955,7,5.87,0.2,0.1,0.0,0.15,0.15,0.0,0.65,0.05,0.0,0.2,0.0,0.1,0.2,0.0,0.1,0.0,0.15,0.2,0.05,0.0,0.05,0.05
1955,8,5.5625,0.0625,0.0625,0.0,0.125,0.25,0.0625,0.5625,0.125,0.0625,0.0625,0.0,0.0,0.0625,0.0,0.0,0.125,0.25,0.0625,0.1875,0.0,0.0,0.125
1955,9,5.875000000000001,0.125,0.1875,0.0,0.375,0.125,0.0,0.5625,0.125,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.125,0.0,0.125,0.0,0.0625,0.125
1955,10,5.106666666666666,0.13333333333333333,0.13333333333333333,0.0,0.2,0.2,0.0,0.6,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.2,0.0,0.0,0.13333333333333333
1955,11,5.572727272727273,0.045454545454545456,0.0,0.0,0.3181818181818182,0.13636363636363635,0.0,0.5909090909090909,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.3181818181818182,0.0,0.045454545454545456,0.0,0.045454545454545456,0.13636363636363635
1955,12,6.074999999999999,0.125,0.08333333333333333,0.041666666666666664,0.4583333333333333,0.16666666666666666,0.0,0.5,0.08333333333333333,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.3333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.08333333333333333
1956,1,5.475,0.15,0.15,0.0,0.25,0.05,0.05,0.5,0.1,0.0,0.1,0.0,0.05,0.0,0.0,0.15,0.05,0.2,0.1,0.05,0.0,0.1,0.05
1956,2,5.953846153846153,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693
1956,3,6.39,0.2,0.2,0.0,0.05,0.1,0.0,0.55,0.0,0.0,0.2,0.0,0.1,0.05,0.0,0.05,0.0,0.25,0.2,0.15,0.0,0.1,0.15
1956,4,6.669230769230769,0.23076923076923078,0.0,0.0,0.38461538461538464,0.0,0.0,0.23076923076923078,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.0,0.0,0.3076923076923077
1956,5,6.356250000000001,0.25,0.0625,0.0625,0.0,0.125,0.0625,0.6875,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.125,0.0,0.125,0.0,0.0625,0.125
1956,6,5.781249999999999,0.125,0.25,0.0,0.125,0.1875,0.0,0.625,0.125,0.0625,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.1875,0.3125,0.0625,0.125,0.0,0.0,0.125
1956,7,5.585714285714286,0.21428571428571427,0.07142857142857142,0.0,0.21428571428571427,0.0,0.07142857142857142,0.5,0.07142857142857142,0.0,0.35714285714285715,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.21428571428571427,0.35714285714285715,0.21428571428571427,0.0,0.0,0.07142857142857142
1956,8,6.178947368421052,0.10526315789473684,0.05263157894736842,0.0,0.2631578947368421,0.10526315789473684,0.05263157894736842,0.47368421052631576,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.2631578947368421,0.05263157894736842,0.0,0.0,0.10526315789473684,0.21052631578947367
1956,9,6.138888888888889,0.1111111111111111,0.16666666666666666,0.0,0.1111111111111111,0.16666666666666666,0.0,0.7222222222222222,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.0,0.2222222222222222,0.1111111111111111
1956,10,6.354545454545454,0.18181818181818182,0.09090909090909091,0.0,0.2727272727272727,0.045454545454545456,0.0,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.0,0.0,0.045454545454545456,0.0,0.0,0.09090909090909091,0.0,0.13636363636363635,0.0,0.09090909090909091,0.0,0.09090909090909091,0.13636363636363635
1956,11,5.713333333333333,0.13333333333333333,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.26666666666666666,0.0,0.2,0.0,0.26666666666666666,0.26666666666666666
1956,12,5.965384615384616,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.46153846153846156,0.11538461538461539,0.0,0.4230769230769231,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.0,0.038461538461538464,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.11538461538461539,0.0,0.0,0.0,0.11538461538461539
1957,1,5.284210526315789,0.05263157894736842,0.10526315789473684,0.0,0.3157894736842105,0.10526315789473684,0.05263157894736842,0.3684210526315789,0.0,0.0,0.10526315789473684,0.0,0.15789473684210525,0.0,0.0,0.05263157894736842,0.0,0.15789473684210525,0.10526315789473684,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842
1957,2,6.414285714285714,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142
1957,3,5.929411764705883,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.0,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.0,0.0,0.17647058823529413,0.17647058823529413
1957,4,6.3,0.13333333333333333,0.13333333333333333,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.0,0.13333333333333333,0.2
1957,5,5.3500000000000005,0.125,0.08333333333333333,0.0,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.4166666666666667,0.0,0.041666666666666664,0.125,0.0,0.041666666666666664,0.125,0.0,0.0,0.0,0.16666666666666666,0.125,0.20833333333333334,0.0,0.08333333333333333,0.08333333333333333
1957,6,5.128571428571428,0.047619047619047616,0.0,0.0,0.2857142857142857,0.047619047619047616,0.0,0.47619047619047616,0.09523809523809523,0.09523809523809523,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.047619047619047616,0.0,0.0,0.047619047619047616
1957,7,6.078571428571427,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.42857142857142855,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285
1957,8,5.565217391304348,0.0,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.043478260869565216,0.5652173913043478,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.13043478260869565,0.0,0.043478260869565216,0.0,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.0,0.043478260869565216,0.08695652173913043
1957,9,5.925,0.16666666666666666,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.16666666666666666,0.25
1957,10,5.678571428571429,0.07142857142857142,0.0,0.03571428571428571,0.14285714285714285,0.10714285714285714,0.0,0.6428571428571429,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.0,0.03571428571428571,0.10714285714285714,0.0,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.10714285714285714,0.0,0.14285714285714285,0.07142857142857142
1957,11,6.04375,0.125,0.0625,0.0,0.25,0.0,0.0625,0.625,0.0625,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.1875,0.0,0.125,0.0,0.125,0.125
1957,12,6.0857142857142845,0.03571428571428571,0.17857142857142858,0.03571428571428571,0.35714285714285715,0.07142857142857142,0.0,0.42857142857142855,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.10714285714285714,0.25,0.03571428571428571,0.03571428571428571,0.0,0.07142857142857142,0.07142857142857142
1958,1,5.894736842105263,0.10526315789473684,0.10526315789473684,0.0,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.5263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.0,0.05263157894736842,0.10526315789473684
1958,2,5.84,0.1,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.3,0.1
1958,3,5.807142857142857,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.0,0.7857142857142857,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,0.35714285714285715,0.14285714285714285
1958,4,5.95,0.05555555555555555,0.0,0.0,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.6111111111111112,0.0,0.0,0.1111111111111111,0.0,0.0,0.16666666666666666,0.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555
1958,5,5.973684210526315,0.21052631578947367,0.10526315789473684,0.0,0.21052631578947367,0.15789473684210525,0.0,0.2631578947368421,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.21052631578947367,0.0,0.05263157894736842,0.15789473684210525
1958,6,5.565217391304348,0.17391304347826086,0.08695652173913043,0.0,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.43478260869565216,0.0,0.0,0.2608695652173913,0.0,0.08695652173913043,0.21739130434782608,0.0,0.0,0.0,0.08695652173913043,0.2608695652173913,0.08695652173913043,0.0,0.043478260869565216,0.13043478260869565
1958,7,5.8055555555555545,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.0,0.05555555555555555,0.4444444444444444,0.0,0.05555555555555555,0.5,0.0,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.4444444444444444,0.0,0.0,0.05555555555555555,0.05555555555555555
