year,month,vote_average,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,fiction,foreign,history,horror,movie,music,mystery,romance,science,thriller,tv,war,western
1978,9,5.671428571428572,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.047619047619047616,0.6666666666666666,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,0.14285714285714285,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0
1978,10,5.847058823529411,0.11764705882352941,0.08823529411764706,0.058823529411764705,0.29411764705882354,0.029411764705882353,0.058823529411764705,0.3235294117647059,0.08823529411764706,0.08823529411764706,0.11764705882352941,0.058823529411764705,0.029411764705882353,0.20588235294117646,0.11764705882352941,0.08823529411764706,0.08823529411764706,0.058823529411764705,0.11764705882352941,0.20588235294117646,0.11764705882352941,0.0,0.058823529411764705
1978,11,5.48695652173913,0.21739130434782608,0.13043478260869565,0.043478260869565216,0.2608695652173913,0.08695652173913043,0.0,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.21739130434782608,0.043478260869565216,0.0,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.0
1978,12,4.644827586206896,0.3448275862068966,0.13793103448275862,0.034482758620689655,0.27586206896551724,0.20689655172413793,0.034482758620689655,0.5862068965517241,0.10344827586206896,0.06896551724137931,0.13793103448275862,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.27586206896551724,0.13793103448275862,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655
1979,1,5.132499999999999,0.125,0.075,0.1,0.2,0.075,0.1,0.375,0.075,0.075,0.15,0.05,0.05,0.15,0.025,0.025,0.05,0.125,0.15,0.1,0.025,0.025,0.025
1979,2,5.76875,0.1875,0.0625,0.0,0.25,0.3125,0.0,0.625,0.0625,0.0,0.0625,0.0625,0.0,0.0625,0.125,0.125,0.25,0.0625,0.0625,0.25,0.125,0.0625,0.0
1979,3,4.9750000000000005,0.20833333333333334,0.0,0.0,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.0,0.0,0.125,0.041666666666666664,0.125,0.125,0.041666666666666664,0.125,0.0,0.16666666666666666,0.125,0.125,0.041666666666666664,0.041666666666666664,0.0
1979,4,5.606896551724139,0.2413793103448276,0.10344827586206896,0.0,0.3448275862068966,0.10344827586206896,0.034482758620689655,0.4482758620689655,0.034482758620689655,0.034482758620689655,0.1724137931034483,0.06896551724137931,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.2413793103448276,0.1724137931034483,0.1724137931034483,0.034482758620689655,0.0,0.0
1979,5,5.8500000000000005,0.11538461538461539,0.11538461538461539,0.0,0.19230769230769232,0.07692307692307693,0.0,0.5769230769230769,0.038461538461538464,0.0,0.15384615384615385,0.0,0.07692307692307693,0.15384615384615385,0.038461538461538464,0.0,0.07692307692307693,0.11538461538461539,0.15384615384615385,0.2692307692307692,0.038461538461538464,0.07692307692307693,0.07692307692307693
1979,6,5.314285714285716,0.21428571428571427,0.21428571428571427,0.03571428571428571,0.4642857142857143,0.07142857142857142,0.03571428571428571,0.35714285714285715,0.07142857142857142,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.14285714285714285,0.0,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.0,0.07142857142857142,0.07142857142857142
1979,7,5.8999999999999995,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,0.0,0.0,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
1979,8,5.7250000000000005,0.17857142857142858,0.10714285714285714,0.03571428571428571,0.5357142857142857,0.14285714285714285,0.03571428571428571,0.39285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.03571428571428571,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.0
1979,9,5.827777777777779,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.3333333333333333,0.16666666666666666,0.0,0.5,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.16666666666666666,0.0,0.05555555555555555,0.0
1979,10,6.046666666666667,0.16666666666666666,0.1,0.03333333333333333,0.3333333333333333,0.13333333333333333,0.1,0.5,0.1,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.06666666666666667,0.16666666666666666,0.06666666666666667,0.1,0.03333333333333333,0.0,0.0
1979,11,5.555555555555555,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.5555555555555556,0.0,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.2222222222222222,0.037037037037037035,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.14814814814814814,0.037037037037037035,0.037037037037037035,0.037037037037037035
1979,12,5.644444444444446,0.2222222222222222,0.19444444444444445,0.027777777777777776,0.3333333333333333,0.05555555555555555,0.027777777777777776,0.4444444444444444,0.16666666666666666,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.1388888888888889,0.027777777777777776,0.027777777777777776,0.027777777777777776
1980,1,5.934375000000001,0.15625,0.0625,0.03125,0.25,0.03125,0.125,0.53125,0.03125,0.0625,0.125,0.0625,0.03125,0.0625,0.03125,0.0625,0.0,0.09375,0.125,0.15625,0.03125,0.03125,0.03125
1980,2,5.349999999999999,0.2,0.03333333333333333,0.03333333333333333,0.3333333333333333,0.03333333333333333,0.0,0.4666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.03333333333333333,0.0,0.23333333333333334,0.0,0.0,0.0,0.2,0.2,0.23333333333333334,0.0,0.0,0.0
1980,3,5.870000000000001,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.36666666666666664,0.13333333333333333,0.03333333333333333,0.43333333333333335,0.06666666666666667,0.1,0.06666666666666667,0.0,0.0,0.2,0.0,0.03333333333333333,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.2,0.0,0.0,0.06666666666666667
1980,4,6.042857142857143,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.0,0.5,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.07142857142857142
1980,5,5.574999999999999,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.25,0.041666666666666664,0.0,0.4166666666666667,0.041666666666666664,0.08333333333333333,0.125,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.125,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333
1980,6,5.667999999999999,0.2,0.2,0.04,0.52,0.12,0.04,0.32,0.16,0.04,0.08,0.0,0.0,0.08,0.0,0.16,0.12,0.16,0.08,0.12,0.0,0.0,0.04
1980,7,6.081818181818182,0.2727272727272727,0.13636363636363635,0.0,0.3181818181818182,0.09090909090909091,0.045454545454545456,0.2727272727272727,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.0,0.0,0.13636363636363635,0.0,0.13636363636363635,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.22727272727272727,0.0,0.045454545454545456,0.0
1980,8,4.75909090909091,0.2727272727272727,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.045454545454545456,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.36363636363636365,0.045454545454545456,0.045454545454545456,0.0,0.13636363636363635,0.09090909090909091,0.18181818181818182,0.045454545454545456,0.0,0.0
1980,9,5.993023255813955,0.23255813953488372,0.046511627906976744,0.023255813953488372,0.3488372093023256,0.06976744186046512,0.06976744186046512,0.4186046511627907,0.0,0.046511627906976744,0.13953488372093023,0.023255813953488372,0.046511627906976744,0.18604651162790697,0.023255813953488372,0.06976744186046512,0.06976744186046512,0.11627906976744186,0.13953488372093023,0.13953488372093023,0.023255813953488372,0.06976744186046512,0.0
1980,10,6.175862068965518,0.10344827586206896,0.0,0.0,0.3103448275862069,0.13793103448275862,0.06896551724137931,0.4827586206896552,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.27586206896551724,0.06896551724137931,0.0,0.034482758620689655
1980,11,5.458064516129032,0.1935483870967742,0.12903225806451613,0.03225806451612903,0.1935483870967742,0.06451612903225806,0.06451612903225806,0.4838709677419355,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.1935483870967742,0.03225806451612903,0.06451612903225806,0.0,0.0967741935483871,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.0,0.03225806451612903
1980,12,5.596875,0.15625,0.15625,0.0,0.4375,0.03125,0.03125,0.375,0.09375,0.15625,0.09375,0.0,0.03125,0.15625,0.03125,0.09375,0.0625,0.15625,0.09375,0.09375,0.03125,0.0,0.03125
1981,1,5.0600000000000005,0.07272727272727272,0.05454545454545454,0.10909090909090909,0.23636363636363636,0.12727272727272726,0.07272727272727272,0.32727272727272727,0.07272727272727272,0.05454545454545454,0.10909090909090909,0.03636363636363636,0.03636363636363636,0.2727272727272727,0.0,0.01818181818181818,0.14545454545454545,0.09090909090909091,0.10909090909090909,0.16363636363636364,0.0,0.01818181818181818,0.01818181818181818
1981,2,5.694117647058823,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.47058823529411764,0.058823529411764705,0.0,0.23529411764705882,0.0,0.0,0.11764705882352941,0.0,0.0,0.17647058823529413,0.0,0.058823529411764705,0.29411764705882354,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.0,0.0,0.0
1981,3,6.161538461538462,0.2692307692307692,0.07692307692307693,0.038461538461538464,0.2692307692307692,0.3076923076923077,0.07692307692307693,0.46153846153846156,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.038461538461538464,0.0,0.15384615384615385,0.0,0.07692307692307693,0.038461538461538464,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.0,0.0,0.0
1981,4,6.111538461538462,0.07692307692307693,0.19230769230769232,0.0,0.3076923076923077,0.038461538461538464,0.038461538461538464,0.34615384615384615,0.0,0.038461538461538464,0.07692307692307693,0.0,0.07692307692307693,0.4230769230769231,0.0,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.038461538461538464
1981,5,5.915384615384617,0.11538461538461539,0.07692307692307693,0.0,0.2692307692307692,0.038461538461538464,0.0,0.4230769230769231,0.0,0.0,0.07692307692307693,0.11538461538461539,0.038461538461538464,0.3076923076923077,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.038461538461538464,0.0,0.038461538461538464
1981,6,6.055,0.3,0.1,0.05,0.25,0.1,0.05,0.2,0.05,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.1,0.0,0.15,0.0,0.0,0.0
1981,7,5.883333333333333,0.2916666666666667,0.25,0.08333333333333333,0.375,0.041666666666666664,0.041666666666666664,0.5,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.0,0.041666666666666664,0.125,0.20833333333333334,0.125,0.16666666666666666,0.0,0.041666666666666664,0.08333333333333333
1981,8,5.928,0.2,0.16,0.04,0.28,0.12,0.0,0.4,0.0,0.04,0.04,0.0,0.04,0.28,0.0,0.0,0.16,0.2,0.04,0.2,0.0,0.08,0.04
1981,9,5.675,0.0625,0.03125,0.0,0.34375,0.15625,0.09375,0.625,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.03125,0.03125,0.125,0.0625,0.09375,0.0,0.0625,0.0
1981,10,5.784615384615386,0.1282051282051282,0.07692307692307693,0.02564102564102564,0.3076923076923077,0.0,0.05128205128205128,0.41025641025641024,0.02564102564102564,0.07692307692307693,0.07692307692307693,0.05128205128205128,0.0,0.3333333333333333,0.02564102564102564,0.10256410256410256,0.10256410256410256,0.1282051282051282,0.07692307692307693,0.23076923076923078,0.02564102564102564,0.0,0.0
1981,11,5.777777777777777,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.2777777777777778,0.16666666666666666,0.05555555555555555,0.3888888888888889,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555,0.3333333333333333,0.05555555555555555,0.0,0.0
1981,12,5.896969696969696,0.15151515151515152,0.15151515151515152,0.09090909090909091,0.36363636363636365,0.06060606060606061,0.0,0.5151515151515151,0.12121212121212122,0.0,0.06060606060606061,0.0,0.030303030303030304,0.06060606060606061,0.0,0.030303030303030304,0.0,0.18181818181818182,0.06060606060606061,0.15151515151515152,0.0,0.0,0.0
1982,1,5.837254901960784,0.17647058823529413,0.0392156862745098,0.09803921568627451,0.47058823529411764,0.09803921568627451,0.0196078431372549,0.3333333333333333,0.09803921568627451,0.09803921568627451,0.11764705882352941,0.058823529411764705,0.0,0.13725490196078433,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0196078431372549,0.0,0.0196078431372549
1982,2,6.447368421052633,0.10526315789473684,0.10526315789473684,0.0,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.6842105263157895,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0
1982,3,5.612,0.24,0.2,0.08,0.36,0.12,0.12,0.4,0.08,0.08,0.16,0.0,0.04,0.12,0.04,0.0,0.16,0.16,0.16,0.08,0.04,0.04,0.04
1982,4,5.6000000000000005,0.17857142857142858,0.10714285714285714,0.0,0.39285714285714285,0.07142857142857142,0.03571428571428571,0.35714285714285715,0.03571428571428571,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.03571428571428571,0.17857142857142858,0.0,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0
1982,5,5.854166666666667,0.125,0.041666666666666664,0.041666666666666664,0.25,0.20833333333333334,0.125,0.3333333333333333,0.041666666666666664,0.0,0.125,0.0,0.16666666666666666,0.2916666666666667,0.0,0.0,0.20833333333333334,0.08333333333333333,0.125,0.25,0.0,0.0,0.0
1982,6,6.403571428571428,0.2857142857142857,0.10714285714285714,0.07142857142857142,0.39285714285714285,0.07142857142857142,0.07142857142857142,0.39285714285714285,0.14285714285714285,0.07142857142857142,0.17857142857142858,0.03571428571428571,0.0,0.14285714285714285,0.0,0.10714285714285714,0.07142857142857142,0.10714285714285714,0.17857142857142858,0.10714285714285714,0.0,0.07142857142857142,0.0
1982,7,5.7727272727272725,0.22727272727272727,0.13636363636363635,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.0,0.2727272727272727,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.0,0.0,0.13636363636363635,0.0,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0
1982,8,5.786363636363638,0.36363636363636365,0.045454545454545456,0.045454545454545456,0.4090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.0,0.0,0.2727272727272727,0.0,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.0,0.045454545454545456,0.0
1982,9,5.3599999999999985,0.12,0.12,0.0,0.24,0.04,0.0,0.6,0.0,0.0,0.08,0.12,0.08,0.28,0.0,0.12,0.16,0.08,0.08,0.24,0.0,0.04,0.04
1982,10,5.572222222222223,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.3055555555555556,0.05555555555555555,0.05555555555555555,0.5,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.16666666666666666,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.027777777777777776
1982,11,5.506896551724139,0.10344827586206896,0.0,0.06896551724137931,0.3793103448275862,0.034482758620689655,0.0,0.41379310344827586,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.27586206896551724,0.06896551724137931,0.0,0.0,0.13793103448275862,0.13793103448275862,0.2413793103448276,0.06896551724137931,0.0,0.0
1982,12,5.917647058823531,0.17647058823529413,0.08823529411764706,0.029411764705882353,0.4411764705882353,0.058823529411764705,0.029411764705882353,0.38235294117647056,0.11764705882352941,0.17647058823529413,0.08823529411764706,0.029411764705882353,0.0,0.08823529411764706,0.0,0.029411764705882353,0.058823529411764705,0.17647058823529413,0.08823529411764706,0.058823529411764705,0.0,0.029411764705882353,0.08823529411764706
1983,1,6.020454545454545,0.25,0.1590909090909091,0.11363636363636363,0.3409090909090909,0.06818181818181818,0.1590909090909091,0.22727272727272727,0.11363636363636363,0.13636363636363635,0.1590909090909091,0.06818181818181818,0.022727272727272728,0.09090909090909091,0.022727272727272728,0.06818181818181818,0.045454545454545456,0.13636363636363635,0.1590909090909091,0.11363636363636363,0.022727272727272728,0.0,0.0
1983,2,6.080769230769231,0.23076923076923078,0.11538461538461539,0.038461538461538464,0.38461538461538464,0.11538461538461539,0.038461538461538464,0.5384615384615384,0.038461538461538464,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.15384615384615385,0.19230769230769232,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.0
1983,3,5.841935483870969,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.3548387096774194,0.3225806451612903,0.0,0.4838709677419355,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,0.22580645161290322,0.03225806451612903,0.0,0.0967741935483871,0.12903225806451613,0.03225806451612903,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.0
1983,4,5.827272727272727,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.36363636363636365,0.045454545454545456,0.0,0.6363636363636364,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.13636363636363635,0.045454545454545456,0.3181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.045454545454545456,0.045454545454545456
1983,5,6.091666666666666,0.2916666666666667,0.125,0.041666666666666664,0.25,0.125,0.0,0.625,0.0,0.0,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.20833333333333334,0.16666666666666666,0.25,0.0,0.0,0.0
1983,6,5.452173913043479,0.2608695652173913,0.17391304347826086,0.0,0.4782608695652174,0.0,0.043478260869565216,0.2608695652173913,0.043478260869565216,0.21739130434782608,0.21739130434782608,0.0,0.0,0.21739130434782608,0.0,0.0,0.08695652173913043,0.13043478260869565,0.21739130434782608,0.21739130434782608,0.0,0.043478260869565216,0.0
1983,7,5.576190476190477,0.2857142857142857,0.23809523809523808,0.047619047619047616,0.42857142857142855,0.0,0.047619047619047616,0.3333333333333333,0.047619047619047616,0.14285714285714285,0.14285714285714285,0.0,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.19047619047619047,0.14285714285714285,0.0,0.0,0.09523809523809523,0.0
1983,8,5.509375,0.25,0.09375,0.0625,0.375,0.15625,0.0,0.28125,0.0625,0.15625,0.15625,0.03125,0.0,0.125,0.0,0.03125,0.0,0.0625,0.15625,0.09375,0.0,0.03125,0.0
1983,9,5.839130434782609,0.17391304347826086,0.08695652173913043,0.0,0.21739130434782608,0.13043478260869565,0.0,0.5652173913043478,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.043478260869565216,0.0,0.17391304347826086,0.0,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.0,0.0,0.0
1983,10,6.339999999999999,0.23333333333333334,0.16666666666666666,0.06666666666666667,0.23333333333333334,0.06666666666666667,0.13333333333333333,0.5,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.2,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.0
1983,11,5.213043478260869,0.08695652173913043,0.0,0.0,0.30434782608695654,0.043478260869565216,0.0,0.4782608695652174,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.0,0.0,0.17391304347826086,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0
1983,12,5.938235294117647,0.20588235294117646,0.17647058823529413,0.029411764705882353,0.35294117647058826,0.17647058823529413,0.029411764705882353,0.47058823529411764,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.08823529411764706,0.0,0.20588235294117646,0.0,0.029411764705882353,0.0,0.11764705882352941,0.029411764705882353,0.20588235294117646,0.0,0.0,0.0
1984,1,5.397297297297299,0.16216216216216217,0.02702702702702703,0.10810810810810811,0.35135135135135137,0.02702702702702703,0.08108108108108109,0.24324324324324326,0.05405405405405406,0.02702702702702703,0.13513513513513514,0.02702702702702703,0.0,0.16216216216216217,0.0,0.05405405405405406,0.02702702702702703,0.16216216216216217,0.13513513513513514,0.05405405405405406,0.0,0.0,0.0
1984,2,5.822222222222224,0.1111111111111111,0.037037037037037035,0.037037037037037035,0.4074074074074074,0.2222222222222222,0.0,0.5925925925925926,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.07407407407407407,0.0,0.1111111111111111,0.0,0.037037037037037035,0.1111111111111111,0.2222222222222222,0.14814814814814814,0.2962962962962963,0.0,0.0,0.0
1984,3,5.408695652173912,0.391304347826087,0.2608695652173913,0.043478260869565216,0.43478260869565216,0.17391304347826086,0.043478260869565216,0.5652173913043478,0.0,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.0,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.21739130434782608,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.043478260869565216,0.0
1984,4,5.881818181818182,0.13636363636363635,0.045454545454545456,0.0,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.5,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.22727272727272727,0.09090909090909091,0.0,0.0
1984,5,6.072,0.24,0.12,0.0,0.32,0.08,0.08,0.44,0.0,0.04,0.24,0.04,0.08,0.12,0.0,0.08,0.04,0.16,0.24,0.12,0.0,0.04,0.0
1984,6,5.575862068965518,0.20689655172413793,0.10344827586206896,0.13793103448275862,0.41379310344827586,0.034482758620689655,0.0,0.4482758620689655,0.10344827586206896,0.13793103448275862,0.06896551724137931,0.0,0.0,0.10344827586206896,0.0,0.06896551724137931,0.034482758620689655,0.13793103448275862,0.06896551724137931,0.10344827586206896,0.0,0.0,0.0
1984,7,5.259090909090909,0.3181818181818182,0.09090909090909091,0.0,0.36363636363636365,0.13636363636363635,0.045454545454545456,0.36363636363636365,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.0,0.13636363636363635,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.0,0.0,0.0
1984,8,5.3515151515151524,0.18181818181818182,0.12121212121212122,0.030303030303030304,0.30303030303030304,0.09090909090909091,0.0,0.3939393939393939,0.030303030303030304,0.15151515151515152,0.24242424242424243,0.030303030303030304,0.0,0.18181818181818182,0.0,0.0,0.06060606060606061,0.21212121212121213,0.24242424242424243,0.24242424242424243,0.0,0.0,0.0
1984,9,6.172727272727273,0.15151515151515152,0.06060606060606061,0.0,0.18181818181818182,0.09090909090909091,0.030303030303030304,0.6666666666666666,0.12121212121212122,0.15151515151515152,0.18181818181818182,0.0,0.09090909090909091,0.12121212121212122,0.0,0.030303030303030304,0.06060606060606061,0.12121212121212122,0.18181818181818182,0.12121212121212122,0.0,0.09090909090909091,0.0
1984,10,5.929411764705883,0.08823529411764706,0.029411764705882353,0.0,0.4117647058823529,0.11764705882352941,0.08823529411764706,0.47058823529411764,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.0,0.029411764705882353,0.14705882352941177,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.11764705882352941,0.058823529411764705,0.14705882352941177,0.029411764705882353,0.0,0.0
1984,11,5.678787878787878,0.15151515151515152,0.09090909090909091,0.0,0.45454545454545453,0.09090909090909091,0.12121212121212122,0.36363636363636365,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.18181818181818182,0.030303030303030304,0.09090909090909091,0.030303030303030304,0.15151515151515152,0.09090909090909091,0.12121212121212122,0.030303030303030304,0.06060606060606061,0.0
1984,12,6.196774193548387,0.16129032258064516,0.12903225806451613,0.03225806451612903,0.2903225806451613,0.12903225806451613,0.06451612903225806,0.41935483870967744,0.0967741935483871,0.06451612903225806,0.22580645161290322,0.0,0.06451612903225806,0.12903225806451613,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.16129032258064516,0.22580645161290322,0.1935483870967742,0.03225806451612903,0.0,0.0
1985,1,5.872340425531915,0.2765957446808511,0.06382978723404255,0.14893617021276595,0.23404255319148937,0.14893617021276595,0.06382978723404255,0.3617021276595745,0.06382978723404255,0.06382978723404255,0.0851063829787234,0.10638297872340426,0.0,0.2127659574468085,0.0,0.0425531914893617,0.0851063829787234,0.0425531914893617,0.0851063829787234,0.23404255319148937,0.0,0.0,0.0
1985,2,6.404347826086957,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.5217391304347826,0.13043478260869565,0.0,0.4782608695652174,0.08695652173913043,0.13043478260869565,0.13043478260869565,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,0.2608695652173913,0.13043478260869565,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.0
1985,3,5.513333333333334,0.23333333333333334,0.36666666666666664,0.1,0.4666666666666667,0.1,0.1,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.1,0.0,0.0,0.0,0.2,0.13333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.0
1985,4,5.574999999999999,0.3,0.2,0.05,0.35,0.1,0.05,0.3,0.05,0.05,0.1,0.0,0.1,0.1,0.05,0.05,0.0,0.2,0.1,0.1,0.05,0.0,0.0
1985,5,5.84074074074074,0.2962962962962963,0.07407407407407407,0.0,0.4444444444444444,0.1111111111111111,0.07407407407407407,0.2962962962962963,0.0,0.0,0.037037037037037035,0.0,0.0,0.1111111111111111,0.0,0.0,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.25925925925925924,0.0,0.037037037037037035,0.037037037037037035
